책장명,도서분류,책제목,작가,출판사,상세내용
24번 책장,일반도서,마루야 사랑해,오노 신지로,경향미디어,"동물 사랑이 유별난 일본에서 TV, CM 등에 출연해 큰 인기를 모으고 있는 시바견 마루가 인기이다. 마루가 이렇게 인기를 끌 수 있었던 것은 소셜미디어 페이지 운영자이자 견주인 오노..."
24번 책장,일반도서,우리는 만날 수 있을까요?,김연지,처음북스,"실제로 한 번도 만난 적 없는, 미국에 사는 남자와 소개팅 어플에서 만나 대화만으로 사랑에 빠져 장거리 연애를 시작하고, 그 기세를 몰아 그 남자를 만나려고 일도 그만두고 뉴욕까지..."
24번 책장,일반도서,매듭 팔찌 수업,수 soo,나무수,끈만 있으면 바로 시작할 수 있는 ‘매듭 팔찌’ 『매듭 팔찌 수업』은 매듭법의 난이도에 맞춰 무려 40가지 매듭법과 32가지 매듭 팔찌를 차근차근 배울 수 있도록 소개한 책이다. 초급자...
24번 책장,일반도서,Fine little day(파인리틀데이): 어느 멋진 날,엘리사베트 둥케르,동아일보사,진짜 살아있는 북유럽 스타일! 전세계를 대표하는 북유럽 라이프스타일 브랜드 ‘파인리틀데이’의 엘리사베트 둥케르가 소중히 간직해온 기억의 잡록『Fine little day(파인리틀데이...
24번 책장,일반도서,노후파산,가마다 야스시,다산북스,오래 살고 싶지 않습니다. 우리나라보다 먼저 고령사회에 접어든 일본에서는 독거노인의 수만 600여만 명을 넘어섰고 그 중 300여 만 명이 빈곤 상태에 놓여 있다. 이 가운데 200여만 명은...
24번 책장,일반도서,사는 개 뭐라구,셜리 브라하,중앙북스,늙고 병든 유기견에서 190만 명의 팬을 거느린 인스타그램 스타가 된 마니의 일상을 담은 『사는 개 뭐라구』. 셜리 브라하와 처음 만나던 당시 10살이던 마니는 늙고 병들고 지쳐 있었다...
24번 책장,일반도서,온워드 ONWARD,하워드 슐츠,8.0(에이트 포인트),쓰러진 스타벅스를 다시 일으켜 세운 감성 리더십! CEO의 관점에서 스타벅스의 변화 과정을 바라본 『온워드 ONWARD』. 이 책은 시가 총액 25조 원의 세계 최대의 커피 회사 '스타벅스'가...
24번 책장,일반도서,첫 출근하는 영업자에게,이장석,다산 3.0,"“성공 영업의 제1조건은‘영업자로서의 자존감’이다!”접대와 뇌물, 학연과 지연이 난무하는 한국식 영업 고질병을 거부하고‘원칙 영업’으로 당당히 IBM 부사장에 오른 대한민국 최고..."
24번 책장,일반도서,왓칭(WATCHING),김상운,정신세계사,우주의 무한한 가능성은 왓칭으로 비로소 눈앞의 현실로 창조된다 『왓칭: 신이 부리는 요술』은 25년차 MBC기자이자 앵커인 김상운이 들려주는 내면세계 ‘왓칭’에 관한 이야기다. 만물이...
24번 책장,일반도서,오키나와 반할지도,최상희,해변에서랄랄라,"반할 수밖에 없는 그곳, 오키나와! 《다시, 제주》를 펴낸 자매가 선택한 두 번째 여행지는 일본 남단의 섬, 오키나와였다. 울창판 숲, 에메랄드빛 바다, 소박한 음식과 친절하고 유쾌한..."
24번 책장,일반도서,나와 내 고양이의 101가지 공통점,홍희선,라이스메이커,"여기, 고양이에게 제대로 반한 여자가 한 명 있다. 남의 고양이를 보러 연신 고양이 카페만 들락거렸던 그녀는, 코에 까만 점이 박혀 있어 ‘혹시나 잃어버려도 쉽게 찾을 수 있을 것 같은..."
24번 책장,일반도서,편안하고 사랑스럽고 그래. 2,퍼엉,예담,누구나 꿈꾸는 꿀 같은 연애! 애정 전선을 더욱 간지럽힐『편안하고 사랑스럽고 그래』2권!출간 즉시 베스트셀러에 오르며 많은 독자들의 사랑을 받은 일러스트레이터 퍼엉의 『편안하고...
24번 책장,일반도서,편안하고 사랑스럽고 그래,퍼엉,예담,세계인의 사랑을 받는 작가 ‘퍼엉’의 작품을 담아낸 일러스트북! 세계에서 사랑받는 일러스트레이터 퍼엉의 일러스트북 『편안하고 사랑스럽고 그래』가 출간되었다. 이 책은 수많은 독자...
24번 책장,일반도서,30일간의 글씨 연습,이해수,좋은날들,"30일 연습으로 필체가 달라지는 기적의 프로젝트! 판독불가인 악필도 30일에 잘 쓸 수 있도록 도와주며, 나만의 글씨체 만들기까지 4가지 법칙을 알려주는 『30일간의 글씨 연습』. 이 책은..."
24번 책장,일반도서,무심한 듯 다정한,정서윤,안나푸르나,시간은 누구에게나 공평하지 않기에. 어느덧 칠십 대 중반. 자식들을 다 키워놓고 마음이 헛헛했던 노모는 늦둥이 막내로 들어온 순돌이 덕에 웃음을 찾았다. 한때 집고양이였지만 버려져...
24번 책장,일반도서,더 캔들(The Candle),이송희,한빛라이프,"천연 양초에 관한 첫 책 ≪소이캔들 만들기≫의 후속작 초보자부터 양초 제작자까지, 모두를 만족시킬 천연 양초 만들기의 완결판!처음으로 소이캔들 DIY를 소개해 꾸준히 사랑 받았던..."
24번 책장,일반도서,나미야 잡화점의 기적,히가시노 게이고,현대문학,아무도 살지 않는 오래된 잡화점에서 벌어지는 기묘하고 따뜻한 이야기2012년 3월 일본에서 출간된 히가시노 게이고의 최신작이다. 이야기의 배경은 30여 년간 비어있던 교외의 한 잡화점...
24번 책장,일반도서,어떻게 대화로 사람의 마음을 얻을까,이혜범,원앤원북스,"적을 만들지 않고 내 편을 만드는 공감 대화의 기술친구와의 편한 수다부터 회사에서의 공적인 프레젠테이션이나 업무 보고, 병원에서의 진료 면담, 선거 연설에 이르기까지 서로가 의미를..."
24번 책장,일반도서,멜로디,미즈바야시 아키라,현대문학,일본인 프랑스 고전 문학자와 그가 사랑한 개 멜로디가 함께 보낸 12년일본인 프랑스 문학자 미즈바야시 아키라가 자신이 사랑한 개 멜로디와 함께 보낸 12년간에 대해 쓴 에세이 『멜로디...
24번 책장,일반도서,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라(벚꽃에디션),김용택,예담,김용택 시인이 엄선한 111편의 시를 손으로 읽고 마음으로 새겨보는 시간! 『어쩌면 별들이 너의 슬픔을 가져갈지도 몰라』는 ‘섬진강 시인’이란 별칭으로 잘 알려진 시인 김용택이 여러...
24번 책장,일반도서,정샘물의 시크릿 뷰티,정샘물,비타북스,"메이크업 아티스트가 들려주는 7가지 메이크업 공식! 프로처럼 메이크업하는 방법을 알려주는『정샘물의 시크릿 뷰티』. 김태희, 이효리, 전지현, 보아 등 톱스타들의 메이크업을 담당해온..."
24번 책장,일반도서,이것이 메이크업이다 THIS IS MAKEUP,나유미,그리고책,tvN 《화성인 vs 화성인》의 ‘바비인형녀’ 나유미의 뷰티 바이블! 흔녀가 훈녀되는 마법의 순간 『이것이 메이크업이다』. 척수염으로 성장이 멈춰 155cm의 작은 신장을 가지게 되었지만...
24번 책장,일반도서,채식주의자,한강,창비,"한국인 최초 맨부커상 수상작가 한강의 새로운 시도! 한국인 최초 맨부커상 수상작 『채식주의자』. 1부《채식주의자》, 2005년 이상문학상 수상작인 2부 《몽고반점》, 그리고 3부《나무..."
24번 책장,일반도서,홈 이자카야,김은지,미호,『홈 이자카야』는 집에서도 손쉽게 즐길 수 있는 일본식 가정식과 술안주 레시피를 담은 책이다. 짧은 시간 안에 뚝딱 만드는 스피드 메뉴부터 한 끼 식사로 손색없는 든든한 한 그릇...
24번 책장,일반도서,나에게 고맙다,전승환,허밍버드,지금까지 힘껏 버텨 준 '나'에게 하고 싶은 말. 5년 동안 한결같이 좋은 글귀로 위안을 주던 ‘책 읽어주는 남자’가 이번에는 책이 아닌 당신의 마음을 사려 깊게 읽고 다독인다. 《책...
24번 책장,일반도서,치아 절대 뽑지 마라,기노 코지,예문사,"『치아 절대 뽑지 마라』는 도쿄의과치과대학 출신 베테랑 치과의사 두 명의 40년 임상 경험을 집대성한 것이다. 치아에 관한 기초 지식부터 충치 및 치주질환 치료법, 인공치아 시술 과정..."
24번 책장,일반도서,젊은 귀농 부자들,조영민,위즈덤하우스,"자신만의 아이템으로 귀농에 성공하라! 『젊은 귀농 부자들』은 전 중앙일보 기자였던 저자가 취재 도중 귀농의 발전 가능성과 밝은 미래를 엿보고, 전국 각지를 돌아다니며 성공한 귀농..."
24번 책장,일반도서,곤충들의 수다,정부희,상상의숲,『곤충들의 수다』는 ‘한국의 파브르’라고 불리는 곤충 학자 정부희 박사가 한국의 산과 들에서 만난 자연의 곤충들과 20여 년간 동고동락하며 살아온 생생한 기록이다. 자연의 사계절...
24번 책장,일반도서,나의 작은 결혼식,김민정,21세기북스,"『나의 작은 결혼식』은 저자의 생생한 경험을 바탕으로 한 스몰웨딩 지침서이자 안내서다. 스몰웨딩에 대한 최신 정보를 집약한 실용서인 동시에, 스토리텔링의 글맛이 담긴 에세이기도..."
24번 책장,일반도서,폰더씨의 위대한 하루,앤디 앤드루스,세종서적,"데이비드 폰더라는 40대 중반의 가장이 인생의 막다른 궁지로 몰리게 되자 그는 역사 속으로 환상여행을 통해서 안네 프랑크, 링컨, 콜럼버스 등 역사적인 인물 7명을 만나게 되면서 그들..."
24번 책장,일반도서,언제 들어도 좋은 말,이석원,그책,《보통의 존재》 이석원의 두 번째 산문집 《보통의 존재》 출간 이후 6년 만에 선보이는 작가 이석원의 두 번째 산문집 『언제 들어도 좋은 말』. 현실적인 소재로 보편적인 공감을 이끌어...
24번 책장,일반도서,리더는 사람을 버리지 않는다,김성근,이와우,"함께한 이들에게 인정받는 리더가 진짜 리더다! 40년간의 진실한 이야기, 김성근 리더를 말하다『리더는 사람을 버리지 않는다』. 1969년 마산상고 감독을 시작으로 2013년 현재 고양..."
24번 책장,일반도서,셀프 네일 아트,시즈쿠,생각의집,『셀프 네일 아트』는 취미로 100엔 가게의 매니큐어를 사용한 셀프 네일 디자인을 블로그에 올리면서 인기를 얻게 된 저자의 셀프 네일 책이다. 저렴한 매니큐어를 재료로 일상 생활에 흔히...
24번 책장,일반도서,내몸 살리는 시기별 해독 전략,강신용,가회동,"『내몸 살리는 시기별 해독 전략』은 해독의 본질과 원리를 알기 쉽게 설명하는 1장과 2장으로 해독의 개념을 이해하고 나면 곧바로 유년기부터 청소년기, 청년기, 장년기, 노년기까지 온..."
24번 책장,일반도서,장이 살아야 내가 산다: 유산균과 건강,김동현,정다와,"유산균 효능효과 제대로 알리고 올바른 선택하도록 유산균 연구 최고 권위자 집필, 체험사례 소개"
24번 책장,일반도서,북쪽으로 가는 길(The way to the North),신혜림,상상출판,신혜림의 아날로그한 감성을 느낄 수 있는 노르웨이의 풍경. 첫 번째 필름 에세이 《핑크 블라썸 아일랜드》로 많은 사람들의 감성을 자극했던 그녀 신혜림이 이번에 노르웨이의 감성적인...
24번 책장,일반도서,유대인 생각공부(하버드 비즈니스스쿨),쑤린,마일스톤,유대인을 특별하게 만드는 생각의 차이! 하버드대 교수이자 중국의 베스트셀러 작가 쑤린은 유대인이 주목한 ‘생각 차이’에 주목한 『유대인 생각공부』. '유대인이 세 명만 모이면 세상...
24번 책장,일반도서,위로의 그림책,박재규,지콜론북,"험한 인생을 지나는 어른을 위한 위로의 그림책! 120개의 글과 그림으로 작은 위로를 건네는『위로의 그림책』. 길 잃은 어른은 길 잃은 아이만큼이나 무섭고 서럽고 슬프다. 어디로, 어디..."
24번 책장,일반도서,"50년 여행, 50일 인생",홍윤오,나눔사,"누구나 할 수 있는 여행, 그러나 막상 하려고 하면 쉽지 않은 여행에 관한 책이 나왔다. 한국 최초의 아프가니스탄 종군기자로, 아프간 블루스의 저자인 홍윤오 씨가 지은 50년 여행 50..."
24번 책장,일반도서,내 어깨 위 고양이 밥(Bob),제임스 보웬,페티앙북스,☞ 관련영상 보러가기 1 ☞ 관련영상 보러가기 2마약중독자 홈리스와 상처 입은 길고양이가 만났다 소외받던 두 존재가 운명처럼 만나 서로를 치유해 가는 과정을 담은 영국의 감동 실화...
24번 책장,일반도서,옵빠 야하네,엘튼정,문학광장,"엘튼정 시집 『옵빠 야하네』. 시인 엘튼정의 시작품을 담은 책이다. 크게 7부로 나뉘어 있으며 제1부 외로운 늑대들이 울부짖는 소리, 제2부 옆구리가 시린 불여시 들의 코맹맹이 소리, 제..."
24번 책장,일반도서,그랑블루 판타지. 1,하세가와 미야비,소미미디어,"『그랑블루 판타지』제1권. 대지가 하늘에 떠다니는, 신에게 버림받은 세계에서 별의 섬 에 도달하기를 꿈꾸는 소년 그랑. 어느 날 숲에서 검술 수행을 하는 도중 갑자기 하늘에서 굉음이..."
24번 책장,일반도서,페러그린과 이상한 아이들의 집,랜섬 릭스,폴라북스,기괴한 흑백 사진에서 시작된 환상적인 이야기! 환상적인 모험담을 빛바랜 옛날 사진들과 엮어낸 소설 『페러그린과 이상한 아이들의 집』. 주인공이 보는 사진을 독자들이 그대로 볼 수...
24번 책장,일반도서,죽여 마땅한 사람들,피터 스완슨,푸른숲,차분하고 치밀하게 자신만의 방식으로 심판에 나서는 한 여자의 이야기! 낯선 공간에서 우연히 만난 두 남녀가 서로 내밀한 사생활을 털어놓으며 이야기가 시작되는 소설 『죽여 마땅한...
24번 책장,일반도서,오늘부터 여행작가,박동식,상상출판,"‘여행하고, 돈도 벌고 부럽다’, ‘에이~ 이런 책은 나도 쓰겠다!’, ‘나도 글쓰고, 사진 찍는 것 좋아하는데 나도 한 번 책이나 써볼까?’ 등등. 서점에 있는 수많은 여행책을 보며 우리..."
24번 책장,일반도서,당일치기 총알여행,신익수,생각정거장,"짧고 굵은 당일치기 여행의 바이블! 당일치기, 길어도 1박으로 가면 좋을 국내 여행지에 관한 정보와 팁을 모은 실용 여행서『당일치기 총알여행』. 여행전문기자 신익수가 ‘신익수식..."
24번 책장,일반도서,"나무늘보처럼, 슬렁슬렁",비하인드,미래시간,"『나무늘보처럼, 슬렁슬렁』은 자신을 단단하게 만들어줄 에세이집이다. 조금씩 서툴고 느려도 괜찮다는 위로를 건넨다. 많이 자고 천천히 걷고 아무 일 하지 않아도 멸종되지 않은 나부늘보..."
24번 책장,일반도서,크림 너라면 할 수 있어,미야니시 타츠야,시공주니어,따뜻한 고양이 크림과 친구들의 일상을 통해서 힘들고 지친 사람들에게 용기와 희망을 전하는 이야기. 웃음이 절로 나는 글과 그림을 조화롭게 구성하는 작가 미야니시 타츠야의 '크림 너...
24번 책장,일반도서,피터래빗 이야기,베아트릭스 포터,소와다리,100년이 흐른 지금까지 전 세계 아이들의 친구가 되어준 피터래빗! 「오리지널 피터래빗 컴플리트 에디션」 제1권 『피터래빗 이야기』. 런던의 부유한 법률가 집안에서 태어난 베아트릭스...
24번 책장,일반도서,핑크 블라썸 아일랜드(Pink Blossom Island),신혜림,상상출판,비현실적일 만큼 아름다운 하와이의 모습을 만날 수 있는 책. 사진작가 신혜림이 필름 사진을 통해 공개한 하와이 여행기 『핑크 블라썸 아일랜드(Pink Blossom Island)』. ‘빛’을 사랑...
24번 책장,일반도서,세계 명문 직업학교,동아일보 국제부,동아일보사,"동아일보'가 2006년 1월부터 5월까지 30회 연재한 <세계의 명문 직업학교를 가다> 시리즈를 모아 엮은 책. 세계 명문 직업학교의 교육 프로그램과 성공 요인 등을 자세히 조명하여, 직업..."
24번 책장,일반도서,언어의 온도,이기주,말글터,"말과 글에는 나름의 온도가 있다. 언어에는 따뜻함과 차가움, 적당한 온기 등 나름의 온도가 있다. 세상살이에 지칠 때 어떤 이는 친구와 이야기를 주고받으며 고민을 털기도 하고, 어떤 이..."
24번 책장,일반도서,암에 걸린 사람들,박홍희,gasse 헬스,『암에 걸린 사람들』은 암 환자들의 생사고락을 취재한 20년 동안의 기록과 그들과 함께 생활하며 느낀 저자의 경험을 기록한 책이다. 수많은 암 환자들을 만난 저자는 암 환자들의 선택에...
24번 책장,일반도서,암의 종말,이재혁,청림라이프,"‘암의 종말'은 이미 시작되었다! KBS스페셜 《암의 종말》 다큐멘터리 여정에서 밝혀낸 암에 관한 새로운 고찰『암의 종말』. “암은 왜 걸리는 겁니까?”라는 질문 하나로 시작하여, KBS..."
24번 책장,일반도서,정부지원금 받기 프로젝트(2014),김영모,황금부엉이,"창업기업·중소기업 컨설팅 전문가가 알려주는 정부지원금 선정 노하우 『정부지원금 받기 프로젝트』. 현재 기업이 처한 상황에서 어떤 사업을 가장 먼저 해야 하고, 어떻게 하면 정부과제..."
24번 책장,일반도서,전통주 이야기,류규형,문학의문학,실전을 통하여 배워가는 우리 술 빚기 특강 책이다. 저자는 수많은 시행착오와 실패를 통하여 47종의 우리 술을 제대로 빚어내기에 이르렀고 이제 이 책에서 그 과정을 세세하게 공개하였다...
24번 책장,일반도서,지리산 암자 기행,김종길,미래의창,《오마이뉴스》에 연재된 인문여행 에세이'김천령의 지리산 오지 암자 기행'을 책 속에 담은 『지리산 암자 기행: 고요한 자유의 순간으로 들어가다』. 이는 저자가 10년 넘게 지리산 암자...
24번 책장,일반도서,대지사용권 완전정복,신창용,스틱,"경매의 블루오션, [대지 사용권 완전정복]. 책은 ‘대지사용권’에 대한 지식을 그 중심으로 하되, 유기적으로 얽히는 분야인 공유지분, 공유물분할, 법정지상권, 관련 실체법과 소송법에..."
24번 책장,일반도서,즐거운 나의 집,편집부,프로파간다,"[즐거운 나의 집]은 건축가 고(故) 정기용의 말을 인용하면서 ‘살았던 집’(기억의 집) ‘살고 있는 집’ ‘살고 싶은 집’이라는 세 가지 이야기를 시각예술작가 및 건축가, 디자이너들의..."
24번 책장,일반도서,할로윈,정한아,아시아,"따스하고 섬세한 시선으로 삶을 그려온 작가 정한아의 새 단편이 2017년 2월, 열일곱 번째 〈K-픽션〉 시리즈로 출간되었다. 「할로윈」은 산 자와 죽은 자의 소리에 귀 기울이고 그들의..."
24번 책장,일반도서,한국의 자생란,김수남,대원사,"새로운 감각, 새로운 내용을 담은 「빛깔있는 책들」시리즈 제184권 『한국의 자생란』. 전통 문화와 민속에서부터 오늘의 현대 문물과 생활 문화에 이르기까지 폭 넓은 분야를 골고루..."
24번 책장,일반도서,동양 시학과 시의 의미,황선열,케포이북스,"시는 무엇일까? 수많은 시인들이나 문인들이 고민해온 문제이다. 이 평론집에서는 시를 생명의 관점으로 이해하고 있다. 시가 문자로 생성된 생명의 언어라는 관점에서부터 시작하여, 시가..."
24번 책장,일반도서,시골생활 기술백서,이상희,농민신문사,『시골생활 기술백서』는 초보 귀농귀촌인의 눈높이에 맞춰져 있다. 시골생활에 필요한 이런저런 기술들을 귀농 귀촌 선배들의 경험담을 통해 배우는 형식으로 구성했다. 독자들이 쉽고 생생...
24번 책장,일반도서,가족텃밭 활동백과,신동섭,들녘,"아이들의 생태체험을 위해 주말농장이나 텃밭을 시작하고 싶은가? 혹은 이미 시작했는데, 생각과는 달리 아이들이 따라주지 않아 곤란해하고 있지는 않은지? 낫 놓고 기역 자는 알지만 낫질..."
24번 책장,일반도서,어머니의 꽃밭,주돈식,레인보우,
24번 책장,일반도서,술맛 나는 프리미엄 한주,백웅재,따비,『술맛 나는 프리미엄 한주』는 우리가 미처 몰랐던 ‘한주’의 향연인 동시에 일제 강점기를 거치며 잊히고 잘못 알았던 한주의 본모습을 깨우고 이 맛과 향을 널리 알리려고 그 나아갈 길...
24번 책장,일반도서,지혜로운 생활,오지혜,사물을봄,"독립출판물 《두 번째 퇴사》, 《이제 다시 시작해볼까》로 직장인, 젊은이들의 공감과 지지를 이끌어낸 오지혜의 세 번째 책이다. 『지혜로운 생활』은 전작 《두 번째 퇴사》의 개정증보판..."
24번 책장,일반도서,빨강머리 앤이 하는 말(화이트 에디션),백영옥,아르테(arte),"삶의 한가운데, 지쳐가는 당신에게 ‘빨강머리 앤이 하는 말’ 캐나다 프린스 에드워드 섬, 초록지붕 집의 꿈많은 수다쟁이 소녀 앤 셜리. 《빨강머리 앤》은 1980~1990년대 유년기를 보낸..."
24번 책장,일반도서,생명온도,김종수,생명온도연구소,"2015년 新건강트렌드, 생명온도건강법이 뜬다!-뱃속이 따뜻하면 만병이 사라진다! 김종수의 '생명온도', 피로와 통증, 병마에 시달리는 현대인에게 해법 제시!""책 팔 욕심 따위는 버렸다..."
24번 책장,일반도서,포니의 셀럽 메이크업 북,박혜민,로그인,포니 스타일로 재해석한 셀러브리티들의 특별한 메이크업 비법! 포니가 들려주는 특급 메이크업 노하우 제3탄『포니의 셀럽 메이크업 북』. 《포니의 시크릿 메이크업 북》과《포니의...
24번 책장,일반도서,오늘처럼 고요히,김이설,문학동네,삶의 가장 어둡고 축축한 단면을 집요하게 파헤치다! 2006년 서울신문 신춘문예에 단편소설 《열세 살》이 당선되어 작품 활동을 시작한 소설가 김이설의 두 번째 소설집 『오늘처럼 고요히...
24번 책장,일반도서,우물 밖 여고생,슬구,푸른향기,『우물 밖 여고생』은 달달하고 말랑말랑한 책이다. 여고생답게 발랄하면서도 성숙함이 묻어나는 글과 사진으로 가득하다. 열여덟 살의 여고생이 혼자 여행한다. 처음에는 다들 신기해했다...
24번 책장,일반도서,"굿바이, 프렌드",개리 코왈스키,북노마드,"모든 헤어짐에도 준비가 필요하다. 사랑하는 반려동물을 떠나보내야 하는 당신을 위한 마음 사용법. 살아 있는 모든 것은 결국 죽는다. 반려동물은 그들 나름대로의 방식과 보폭으로, 완전..."
24번 책장,일반도서,미로 정원,울리히 코흐,보누스,《미로 정원》은 ‘라비린토스’에서 시작된 고대 미궁의 정취를 되살린 미로들로 가득 차 있다. 독일 최고의 아티스트이자 디자이너인 저자는 라비린토스의 기하학적 예술성에 영감을 받아...
24번 책장,일반도서,1일 1그림,김이랑,책밥,누구나 쉽게 그리는 하루 한 장의 수채화! 예쁜 꽃은 물론이고 일상의 친숙한 사물을 수채화로 그리는 방법을 소개하는 『1일 1그림』. 블로그와 인스타그램에 매일 한 장씩 그린 그림을...
24번 책장,일반도서,Shiho,야노 시호,에이지21,"모델로서, 아내로서, 엄마로서, 그리고 한 사람의 여성으로서"
24번 책장,일반도서,나 홀로 진짜 여행,권다현,지식너머,"홀로 떠나는 것이 두려운 모든 여행자들을 위한『나 홀로 진짜 여행』. 때로는 홀로 떠났을 때 더 풍요로운 여행지들이 있다. 누군가를 흉내 내는 여행이 아닌, 스스로 즐거움을 찾을 수..."
24번 책장,일반도서,도시양봉(농부가 세상을 바꾼다-귀농총서 37),스티브 벤보우,들녘(도),"도심속 양봉가의 즐거움『도시 양봉』. 초보양봉가를 위한 입문서로, 1년 열두 달 벌과 함께하는 풍족하고 다채로운 삶을 담았다. 벌과 꽃과 꿀이 어우러진 아름다운 도시가 눈앞에 펼쳐지며..."
24번 책장,일반도서,강아지와 나의 10가지 약속,사이토 아카리,슬로디미디어,사이토 아카리 소설『강아지와 나의 10가지 약속』. 항상 병원 일에만 열중하는 아빠와 아픈 엄마와 사는 아카리는 하굣길 바닷가에서 만난 귀여운 강아지를 키우고 싶지만 부모님은 반대...
24번 책장,일반도서,"제주, 살아보니 어때?",홍창욱,글라,육지것에서 제주도민이 되기까지제주살이의 로망과 현실을 이야기하다2014년 제주 유입 인구가 만 명이 넘었다. 그야말로 제주 이민 열풍이다. 이 책은 제주살이를 꿈꾸는 사람들에게 로망과...
24번 책장,일반도서,하와이 홀리데이,이미랑,꿈의지도,눈부시게 푸른 태평양 바다에 둘러싸인 휴양의 대명사 ‘하와이’ 가이드북『하와이 홀리데이』. 네 개의 섬으로 이루어진 하와이에서 어디를 어떻게 가서 무엇을 하며 즐길지 고민하는...
24번 책장,일반도서,"릴리에게, 할아버지가",앨런 맥팔레인,알에이치코리아,"아시아, 아프리카, 남미 등 전 세계를 직접 여행하며 그곳의 문화와 역사에 대해 연구한 인류학자 앨런 맥팔레인이 손녀를 위해 쓴 『릴리에게, 할아버지가』. 저자는 자신이 살아오면서..."
24번 책장,일반도서,나는 괜찮지 않다,배르벨 바르데츠키,와이즈베리,진정한 자기 치유와 성장의 길을 찾아서 『나는 괜찮지 않다』는 《너는 나에게 상처를 줄 수 없다》《나는 유독 그 사람이 힘들다》의 저자 배르벨 바르데츠키가 독일 그뢰넨바흐 심인성...
24번 책장,일반도서,더 헬퍼. 10(완결),이준호,마루&마야,"자신이 구해 준 소녀에게서 받은 목걸이로 인해오행을 기반으로 둔 무공 혼원신공을 얻게 된 소방관 강동민.하나, 혼원신공을 수련하는 길은 험난하기만 한데…….그럼에도 포기하지 않고..."
24번 책장,일반도서,보라카이 세부 보홀 홀리데이,박애진,꿈의지도,"필리핀 대표 휴양지, 보라카이 세부 보홀을 한권에 담은 『보라카이 세부 보홀 홀리데이』. 여행지를 지역별로 세밀하게 안내하는 것은 기본. 각각의 여행지마다 저자가 추천하는 최적의..."
24번 책장,일반도서,마이 리얼 유럽(My Real Europe),마이리얼트립,한빛라이프,"유럽처럼 넓은 대륙 곳곳을 알차게 소개하기란 여간 쉬운 일이 아니다. 그러나 『마이 리얼 유럽(My Real Europe)』은 유럽의 9개 국가, 20개 도시에 거주하는 현지 가이드 31명이 참여해..."
24번 책장,일반도서,화천골. 4,과과,파란썸,과과 장편소설 『화천골』 제4권. 그녀는 팔자가 사납고 음기가 너무 강했다. 그녀가 태어날 때 어머니는 난산으로 숨지고 성 안에는 이상한 향기가 가득했다. 봄날의 수많은 꽃들이 단숨에...
24번 책장,일반도서,드래곤과의 춤. 3,조지 R. R. 마틴,은행나무,인기 미드 《왕좌의 게임》의 원작 「얼음과 불의 노래」 제5부! 조지 R. R. 마틴의 판타지 대작 「얼음과 불의 노래」 다섯 번째 이야기 『드래곤과의 춤』 제3권. 판타지 장르의 새로운...
24번 책장,일반도서,아마도 아스파라거스,황경신,소담출판사,"『아마도 아스파라거스』는 작가 황경신의 미발표된 여섯 편의 단편이 새롭게 수록되었고, 2009년 출간되었던 『종이인형』 속 단편 중 일부가 고쳐 실렸다. 미발표된 여섯 편의 단편이..."
24번 책장,일반도서,한국 꽃가루 알레르기 도감,홍천수,디스커버리미디어,[한국 꽃가루 알레르기 도감]은 알레르기학을 전공한 교수가 지난 5년 동안 전국의 산과 들을 돌아다니며 한국인에게 꽃가루 알레르기를 일으키는 대표 식물을 조사하고 꼼꼼하게 카메라에...
24번 책장,일반도서,KIM DONG GI,김동기,터치아트,DEEPEST BLACK『KIM DONG GI』. 이 책은 작가 김동기가 2001년 부터 2011년 까지 작업한 주요 작품을 총망라한 책이다. ‘검은눈물 Black Tears’연작과 ‘비밀의화원 Secret Garden’연작의...
24번 책장,일반도서,스마일 애니멀스(SMILE ANIMALS)-양모펠트로 만드는 미소가 예쁜 동물들,아라이 마키코,심플라이프.,"만들고, 선물하고, 장식하고, 판매하는 1석4조의 기쁨, 일상이 행복해지는 양모펠트의 세계로 초대합니다!색다른 손공예는 없을까? 손뜨개와 자수를 뛰어넘어 최근 일본에서 크게 각광받고..."
25번 책장,일반도서,Why 똥,허순봉,예림당,초등학교 또래 아이들의 눈높이에 맞춘 과학 만화『Why?』시리즈 ≪똥편≫. 이 책의 주인공 꼼지와 엄지는 노다지 박사의 발명품 '똥똥'과 함께 '똥'의 중요성을 찾아 여행을 떠납니다...
25번 책장,일반도서,Why 남극 북극,이광웅,예림당,초등학교 또래 아이들의 눈높이에 맞춘 과학 만화『Why?』시리즈 ≪남극ㆍ북극편≫. 이 책의 주인공 꼼지와 엄지는 노다지 박사와 함께 북극으로 여행을 떠납니다. 그곳에서 얼음 정령인...
25번 책장,일반도서,Why 독 있는 동식물,정수은,예림당,초등학교 또래 아이들의 눈높이에 맞춘 과학 만화『Why?』시리즈 ≪독 있는 동식물편≫. 이 책의 주인공 꼼지와 엄지는 천 박사와 지능 로봇 '사이몽'과 함께 독이 있는 동식물을 찾아 여행...
25번 책장,일반도서,Why 외계인과 UFO,이광웅,예림당,"초등학교 또래 아이들의 눈높이에 맞춘 과학 만화『Why?』시리즈 ≪외계인과 UFO≫. 이 책의 주인공 꼼지와 엄지는, 천박사와 로봇 '유피'가 떠나는 'UFO' 연구에 따라 나섭니다. '유피'는..."
